id,title,skuid
1155194286,CINTA DE FIXACAO DE BORRACHA DO CANISTER,9ccec862-4889-43ce-9cb7-8996280c52dd
1155194293,CLIP CABO VELOCIMETRO,7f8b82be-7eb9-4ff6-a4f9-df3bb118f3c0
1155194297,CLIP DE ACO DA MANGUEIRA,031c421e-3337-4239-a37e-4ce5ec370cb6
1155194301,CLIPE DE ACO,dde488a8-6c13-446d-a679-e1f202220164
1155194306,COLA (SUPER BONDER),079a5618-c581-4bbf-af78-9d41bc7bc35b
1155194311,COLA DE MOTOR,390e141e-f97f-4d02-8139-00d2b4b3cf45
1155194316,COLA PARA REPARO DE PNEU,51cd19b9-8382-4cfa-b7a9-7d4b74a34091
1155194321,COLA VULK,6d534b91-4e20-4890-afd4-de8749e44edc
1155194325,COLETOR BORRACHA FILTRO DE AR EFII,51490a92-f5c3-4c22-b64c-7b5a708b037d
1155194330,COLETOR DE ADMISSAO DO MOTOR,a2ba6433-2d86-4eb7-b9f4-bcceb4408a83
1155194334,COLETOR DE ADMISSAO DO MOTOR,dde488a8-6c13-446d-a679-e1f202240054
1155194339,COLUNA DE DIRECAO,39a8eb85-17c0-44f5-aee7-314626859486
1155194342,COLUNA DE DIRECAO,dde488a8-6c13-446d-a679-e1f202240077
